ID,category
126612,"Juice Bars & Smoothies, Sandwiches, Restaurants, Food, Coffee & Tea"
126613,"DJs, Party Equipment Rentals, Event Planning & Services, Wedding Planning, Audio/Visual Equipment Rental, Music Venues, Arts & Entertainment, Nightlife"
126614,"Shopping, Fashion, Women's Clothing, Accessories, Shoe Stores"
126615,"Specialty Food, Health Markets, Juice Bars & Smoothies, Food"
126616,"French, Restaurants"
126617,"Gastropubs, Nightlife, Bars, Breakfast & Brunch, Lounges, Pizza, Restaurants, Burgers, Pubs, Canadian (New)"
126618,"Nail Salons, Beauty & Spas, Hair Removal, Waxing, Eyebrow Services"
126619,"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"
126620,"Breakfast & Brunch, Sandwiches, Restaurants, Delis"
126621,"Auto Repair, Automotive, Auto Parts & Supplies, Oil Change Stations"
126622,"Hair Extensions, Beauty & Spas, Hair Salons"
126623,"Patio Coverings, Home Services, Contractors"
126624,"Doctors, Health & Medical, Family Practice, Pediatricians, Radiologists, Physical Therapy"
126625,"Used, Vintage & Consignment, Home & Garden, Fashion, Antiques, Home Decor, Shopping, Furniture Stores"
126626,"Bakeries, Food"
126627,"Comfort Food, Event Planning & Services, Caterers, Diners, American (Traditional), Desserts, Breakfast & Brunch, Food, Salad, Southern, Restaurants"
126628,"Fashion, Women's Clothing, Accessories, Shopping"
126629,"Local Services, Sewing & Alterations"
126630,"Delis, Restaurants, Breakfast & Brunch, Coffee & Tea, Food"
126631,"Dance Schools, Education, Fitness & Instruction, Dance Studios, Specialty Schools, Active Life"
126632,"Poke, Seafood, Japanese, Food, Hawaiian, Restaurants"
126633,"Event Planning & Services, Photographers"
126634,"Notaries, Local Services"
126635,"Banks & Credit Unions, Home Services, Financial Services, Mortgage Brokers, Real Estate"
126636,"Pets, Pet Stores"
126637,"Breweries, Food, Hotels & Travel, Beer Bar, Bars, Tours, Nightlife, Beer Tours"
126638,"Restaurants, Chinese"
126639,"Art Galleries, Cultural Center, Nightlife, Shopping, Farmers Market, Food, Performing Arts, Jazz & Blues, Education, Local Flavor, Arts & Entertainment"
126640,"Beer, Wine & Spirits, Food"
126641,"Mobile Phones, Shopping Centers, Shopping, IT Services & Computer Repair, Telecommunications, Mobile Phone Accessories, Local Services"
126642,"Shoe Stores, Shopping, Local Services, Shoe Repair, Fashion"
126643,"Automotive, Auto Parts & Supplies"
126644,"Automotive, Auto Repair, Tires"
126645,"Art Classes, Shopping, Community Centers, Hobby Shops, Arts & Crafts, Public Services & Government, Education, Arts & Entertainment, Art Supplies, Libraries"
126646,"American (Traditional), Restaurants"
126647,"Local Services, Appliances & Repair, Home Services, Heating & Air Conditioning/HVAC"
126648,"Car Dealers, Automotive"
126649,"Restaurants, Chicken Shop, Korean, Comfort Food, Waffles"
126650,"Fashion, Accessories, Shoe Stores, Shopping"
126651,"Restaurants, Steakhouses"
126652,"Burgers, Sandwiches, Restaurants"
126653,"Desserts, Restaurants, Food, Coffee & Tea, Sandwiches"
126654,"Restaurants, Nightlife, Bars, Italian, Wine Bars"
126655,"Auto Insurance, Financial Services, Life Insurance, Home & Rental Insurance, Insurance"
126656,"Auto Parts & Supplies, Automotive, Auto Repair"
126657,"Mobile Phone Accessories, Shopping, Electronics, Mobile Phones, Telecommunications, IT Services & Computer Repair, Local Services"
126658,"Sandwiches, Breakfast & Brunch, Restaurants, Mexican, Coffee & Tea, Caribbean, Cuban, Latin American, Food"
126659,"Sandwiches, Restaurants, Cheesesteaks"
126660,"Shopping, Check Cashing/Pay-day Loans, Jewelry Repair, Jewelry, Local Services, Financial Services, Pawn Shops"
126661,"Pets, Pet Groomers, Pet Services"
126662,"Taxis, Local Services, Health & Medical, Hotels & Travel, Airport Shuttles, Transportation, Medical Transportation, Limos, Couriers & Delivery Services"
126663,"Mexican, Restaurants"
126664,"Fast Food, Mexican, Event Planning & Services, Restaurants, Caterers"
126665,"Pet Services, Pets, Veterinarians, Pet Groomers, Pet Sitting, Pet Boarding"
126666,"Cocktail Bars, Seafood, American (Traditional), Restaurants, Local Flavor, Food, Bars, Breakfast & Brunch, Beer, Wine & Spirits, Burgers, Tiki Bars, Nightlife"
126667,"Hotels, Hotels & Travel, Event Planning & Services"
126668,"Burgers, Food Trucks, Ice Cream & Frozen Yogurt, Restaurants, Food"
126669,"Home Services, Property Management, Real Estate"
126670,"Nightlife, Diners, Sports Bars, Bars, Restaurants, Breakfast & Brunch"
126671,"Nightlife, Restaurants, American (Traditional), Sports Bars, Bars, Burgers, Breakfast & Brunch"
126672,"Hair Salons, Beauty & Spas"
126673,"Bars, Nightlife, American (New), Restaurants"
126674,"Post Offices, Public Services & Government"
126675,"Hotels & Travel, Bed & Breakfast, Hotels, Event Planning & Services"
126676,"Tex-Mex, Restaurants, Food Court, Fast Food, Mexican"
126677,"Food, Gastropubs, Nightlife, Pubs, Beer Bar, Bars, Tapas/Small Plates, Salad, Restaurants, American (Traditional), Breakfast & Brunch, Asian Fusion, Soup, Sandwiches, Tea Rooms"
126678,"Sandwiches, Salad, Restaurants, Soup, Vegetarian, Local Flavor, Delis"
126679,"Grocery, Food, Sandwiches, Restaurants, Delis"
126680,"Hotels, Venues & Event Spaces, Event Planning & Services, Hotels & Travel"
126681,"Pop-Up Restaurants, Barbeque, Restaurants"
126682,"Beauty & Spas, Barbers"
126683,"Home Services, Plumbing, Water Heater Installation/Repair, Heating & Air Conditioning/HVAC"
126684,"Food, Food Trucks, Barbeque, Restaurants, Southern"
126685,"Antiques, Shopping"
126686,"Restaurants, Fast Food, Chicken Wings, Salad"
126687,"Local Services, Pest Control"
126688,"Food, Restaurants, Burgers, Kosher"
126689,"Professional Services, Health & Medical, Psychologists, Life Coach, Counseling & Mental Health"
126690,"Barbeque, Comfort Food, Southern, Restaurants"
126691,"Home Services, Heating & Air Conditioning/HVAC, Plumbing, Local Services, Air Duct Cleaning"
126692,"Flowers & Gifts, Bookstores, Gift Shops, Shopping, Hobby Shops, Toy Stores, Books, Mags, Music & Video"
126693,"Restaurants, Pizza"
126694,"Home & Garden, Flowers & Gifts, Women's Clothing, Gift Shops, Fashion, Shopping, Home Decor"
126695,"Shopping, Guns & Ammo"
126696,"Automotive, Auto Repair, Car Dealers, Auto Parts & Supplies"
126697,"Beauty & Spas, Nail Salons"
126698,"Home Services, Heating & Air Conditioning/HVAC"
126699,"Caterers, Event Planning & Services"
126700,"Restaurants, Desserts, Chicken Wings, Pizza, Food, American (Traditional)"
126701,"Professional Services, Home Services, Painters, Contractors, Pressure Washers, Drywall Installation & Repair"
126702,"Pool Halls, Bars, Nightlife"
126703,"Vietnamese, Restaurants, Chinese, Seafood, Asian Fusion, Thai"
126704,"Auto Repair, Body Shops, Automotive"
126705,"Restaurants, Vietnamese, Brewpubs, Food, Breweries"
126706,"Pizza, Sandwiches, Salad, Restaurants, Chicken Wings"
126707,"Restaurants, Middle Eastern, Breakfast & Brunch, Cafes"
126708,"Day Spas, Beauty & Spas, Skin Care, Massage"
126709,"Restaurants, Food, Burgers, Hot Dogs, Ice Cream & Frozen Yogurt, Fast Food"
126710,"Bars, Nightlife"
126711,"American (New), Restaurants"
126712,"Pizza, Restaurants"
126713,"Local Services, Airports, Party Bus Rentals, Limos, Hotels & Travel, Couriers & Delivery Services, Town Car Service, Car Rental, Travel Services, Event Planning & Services, Tours, Transportation, Airport Shuttles"
126714,"Desserts, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies"
126715,"Indian, Restaurants, Vegan, Halal"
126716,"Soup, Vietnamese, Restaurants, Chinese"
126717,"Home Services, Roofing"
126718,"Bagels, Restaurants, Breakfast & Brunch, Food, Sandwiches, Bakeries"
126719,"Specialty Food, Food, Beer, Wine & Spirits, Drugstores, Shopping, Grocery, Meat Shops"
126720,"Endocrinologists, Weight Loss Centers, Health & Medical, Medical Spas, Doctors, Hair Removal, Skin Care, Beauty & Spas, Laser Hair Removal"
126721,"Barbers, Beauty & Spas"
126722,"Dentists, Cosmetic Dentists, Orthodontists, Health & Medical, Endodontists, Oral Surgeons"
126723,"Home Services, Contractors, Shopping, Home & Garden, Building Supplies"
126724,"Restaurants, Barbeque, Nightlife, Bars, Southern, Whiskey Bars"
126725,"Sporting Goods, Active Life, Outdoor Gear, Boating, Shopping"
126726,"Vehicle Shipping, Automotive, Movers, Home Services"
126727,"American (New), Restaurants, Bars, American (Traditional), Nightlife"
126728,"Pets, Pet Groomers, Pet Services"
126729,"Hotels & Travel, Campgrounds, Propane, Local Services, Food, Resorts, Convenience Stores, RV Parks"
126730,"Arts & Entertainment, Wineries, Nightlife, Restaurants, Food, Bars, Beer, Wine & Spirits, Wine Bars, Music Venues, Wine Tasting Room"
126731,"Massage, Health & Medical, Reflexology, Beauty & Spas"
126732,"Restaurants, Breakfast & Brunch"
126733,"DJs, Event Planning & Services"
126734,"Air Duct Cleaning, Local Services, Home Services, Home Cleaning"
126735,"Latin American, Wine Bars, Bars, Restaurants, Nightlife, Mexican"
126736,"Shopping, Gold Buyers, Jewelry, Jewelry Repair, Local Services"
126737,"Beauty & Spas, Barbers, Men's Hair Salons, Hair Salons"
126738,"Active Life, Gun/Rifle Ranges"
126739,"Motorcycle Repair, Home Services, Keys & Locksmiths, Real Estate, Automotive"
126740,"Automotive, Auto Parts & Supplies"
126741,"Women's Clothing, Home & Garden, Shoe Stores, Shopping, Toy Stores, Department Stores, Furniture Stores, Men's Clothing, Fashion"
126742,"Event Planning & Services, Comfort Food, Breakfast & Brunch, Caterers, American (Traditional), Southern, Restaurants"
126743,"Food, Bagels, Restaurants, Coffee & Tea, Donuts"
126744,"Food, Food Delivery Services"
126745,"Burgers, Restaurants, Fast Food"
126746,"Kids Activities, Summer Camps, Playgrounds, Recreation Centers, Active Life"
126747,"Restaurants, Pizza"
126748,"Food, Ice Cream & Frozen Yogurt"
126749,"Shopping, Used, Vintage & Consignment, Fashion, Antiques"
126750,"Local Services, Shopping, Fashion, Community Service/Non-Profit, Accessories"
126751,"Nightlife, Bars"
126752,"Cajun/Creole, Restaurants, Seafood, Soul Food"
126753,"Urgent Care, Health & Medical, Medical Centers, Walk-in Clinics"
126754,"Diners, Restaurants, American (New)"
126755,"Food, Ice Cream & Frozen Yogurt, Cafes, Acai Bowls, Restaurants, Desserts"
126756,"Restaurants, Korean, Chicken Wings"
126757,"Nightlife, Dive Bars, Bars"
126758,"Oil Change Stations, Tires, Automotive, Auto Repair"
126759,"Coffee & Tea, Sandwiches, Fast Food, Convenience Stores, Restaurants, Food"
126760,"Shopping, Home & Garden"
126761,"Event Planning & Services, Local Services, Shopping, Photography Stores & Services, Real Estate Services, Pet Services, Real Estate, Real Estate Photography, Session Photography, Photographers, Printing Services, Pet Photography, Pets, Videographers, Home Services, Event Photography"
126762,"Restaurants, Bars, Seafood, American (New), Cocktail Bars, Nightlife, Modern European, Steakhouses"
126763,"Shopping, Accessories, Leather Goods, Fashion, Men's Clothing"
126764,"Grocery, Food"
126765,"Mexican, Restaurants"
126766,"Dermatologists, Health & Medical, Doctors"
126767,"Fitness & Instruction, Trainers, Boot Camps, Gyms, Active Life, Health & Medical, Weight Loss Centers"
126768,"Arts & Entertainment, Art Supplies, Art Classes, Nightlife, Art Galleries, Paint & Sip, Education, Event Planning & Services, Shopping, Party & Event Planning, Arts & Crafts"
126769,"Shopping, Home & Garden, Home Services, Home Decor, Real Estate, Home Staging, Furniture Stores, Interior Design"
126770,"American (Traditional), Restaurants, Burgers"
126771,"Home Services, Plumbing"
126772,"Ethnic Food, Restaurants, American (New), Food, Specialty Food"
126773,"Contractors, Local Services, Lighting Fixtures & Equipment, Electricians, Generator Installation/Repair, Home Services"
126774,"Metal Fabricators, Local Services"
126775,"Hair Salons, Massage, Beauty & Spas, Day Spas"
126776,"Bars, Nightlife, Sports Bars, Restaurants, American (Traditional), Beer Bar"
126777,"Restaurants, Delis, Seafood, Fast Food"
126778,"Shopping, Fashion, Men's Clothing, Children's Clothing, Women's Clothing"
126779,"Real Estate Services, Real Estate, Home Services, Professional Services"
126780,"American (Traditional), Restaurants, Burgers, Breakfast & Brunch"
126781,"Mexican, Restaurants"
126782,"Automotive, RV Dealers, Hotels & Travel, RV Repair, RV Rental"
126783,"Utilities, Home Services, Flooring"
126784,"Hotels & Travel, Bed & Breakfast, Hotels, Event Planning & Services"
126785,"Restaurants, American (New), Bars, American (Traditional), Nightlife"
126786,"Sewing & Alterations, Local Services"
126787,"Livestock Feed & Supply, Shopping, Home & Garden"
126788,"Car Dealers, Automotive"
126789,"Fashion, Sporting Goods, Shopping, Sports Wear"
126790,"Salad, Sandwiches, Breakfast & Brunch, Restaurants"
126791,"Pool Halls, Nightlife"
126792,"Fitness & Instruction, Active Life, Yoga, Pilates"
126793,"Gas Stations, Automotive"
126794,"Oral Surgeons, Endodontists, Cosmetic Dentists, Periodontists, Health & Medical, Dentists, General Dentistry"
126795,"Breakfast & Brunch, American (Traditional), Diners, Restaurants"
126796,"Event Planning & Services, Party Bus Rentals, Hotels & Travel, Tours, Bus Tours"
126797,"Waxing, Massage Therapy, Beauty & Spas, Hair Removal, Massage, Day Spas, Health & Medical"
126798,"Local Services, Private Tutors, Musical Instrument Services, Books, Mags, Music & Video, Music & DVDs, Art Schools, Guitar Stores, Musical Instruments & Teachers, Education, Shopping, Specialty Schools"
126799,"Home & Garden, Hobby Shops, Appliances & Repair, Arts & Crafts, Appliances, Art Classes, Shopping, Specialty Schools, Local Services, Fabric Stores, Education, Sewing & Alterations"
126800,"Beauty & Spas, Nail Salons"
126801,"Fast Food, Chinese, Restaurants, Asian Fusion"
126802,"Active Life, Skating Rinks"
126803,"Restaurants, Sandwiches"
126804,"Steakhouses, Italian, Seafood, Restaurants, Salad"
126805,"Retirement Homes, Assisted Living Facilities, Health & Medical"
126806,"Restaurants, Food, Chinese, Health Markets, Vegan, Vegetarian, Dim Sum, Specialty Food"
126807,"Food, Grocery"
126808,"Chinese, Fast Food, Restaurants"
126809,"Active Life, Rafting/Kayaking, Paddleboarding, Bike Rentals, Boating"
126810,"Virtual Reality Centers, Arcades, Active Life, Arts & Entertainment"
126811,"Burgers, Cuban, Sandwiches, Delis, Restaurants, Cajun/Creole, Latin American"
126812,"Shopping, Fashion, Women's Clothing"
126813,"Food, Ice Cream & Frozen Yogurt, Desserts, Burgers, Fast Food, Restaurants"
126814,"French, Restaurants, Breakfast & Brunch"
126815,"Contractors, Home Services"
126816,"Shopping, Bike Repair/Maintenance, Sporting Goods, Bikes, Active Life, Mountain Biking, Local Services, Eyewear & Opticians"
126817,"Health & Medical, Oral Surgeons, Endodontists, General Dentistry, Cosmetic Dentists, Dentists"
126818,"Food, Restaurants, Breakfast & Brunch, Bagels, Sandwiches"
126819,"Cosmetic Dentists, Dentists, Pediatric Dentists, Health & Medical"
126820,"Sushi Bars, Japanese, Restaurants, Food"
126821,"Buffets, Restaurants"
126822,"Food Trucks, Japanese, Food, Teppanyaki, Restaurants, Sushi Bars, Seafood"
126823,"American (New), Cajun/Creole, Restaurants"
126824,"Preschools, Child Care & Day Care, Local Services, Elementary Schools, Education"
126825,"Sandwiches, Cocktail Bars, Nightlife, Barbeque, Restaurants, Bars"
126826,"Bakeries, Food"
126827,"Urgent Care, Health & Medical"
126828,"Pizza, Fast Food, Restaurants"
126829,"Ice Cream & Frozen Yogurt, Food"
126830,"Burgers, Barbeque, Restaurants, Nightlife, Bars, Sports Bars, Diners"
126831,"Cupcakes, Custom Cakes, Food, Bakeries, Desserts"
126832,"Fashion, Lingerie, Swimwear, Shopping"
126833,"Auto Repair, Gas Stations, Oil Change Stations, Automotive"
126834,"American (Traditional), Restaurants, Diners"
126835,"Doctors, Health & Medical, Pets, Veterinarians, Neurologist"
126836,"Waxing, Nail Salons, Hair Removal, Beauty & Spas"
126837,"Pet Sitting, Pets, Pet Services"
126838,"Tanning, Tanning Beds, Beauty & Spas, Spray Tanning"
126839,"Coffee & Tea, Food, Internet Cafes, Restaurants"
126840,"Home Services, Packing Services, Movers"
126841,"Delis, Cafes, Restaurants, Diners"
126842,"Movers, Home Services"
126843,"Restaurants, Peruvian, Food Trucks, Food"
126844,"Spanish, Tapas Bars, Restaurants"
126845,"American (New), Restaurants"
126846,"Automotive, Auto Repair"
126847,"Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea, Local Flavor, Sandwiches, Donuts"
126848,"Restaurants, Japanese, Sushi Bars"
126849,"Restaurants, Seafood, American (New), Steakhouses"
126850,"Thrift Stores, Shopping"
126851,"Hair Removal, Nail Salons, Waxing, Beauty & Spas"
126852,"Arts & Entertainment, Cinema"
126853,"Home Services, Real Estate, Apartments"
126854,"Bars, Nightlife, Mediterranean, Pizza, Buffets, American (Traditional), Restaurants, Sports Bars"
126855,"Restaurants, Greek"
126856,"Auto Parts & Supplies, Automotive, Auto Repair, Car Dealers"
126857,"Mattresses, Shopping, Home Decor, Furniture Stores, Home & Garden"
126858,"Event Planning & Services, Shopping, Cards & Stationery, Arts & Crafts, Flowers & Gifts"
126859,"Chinese, Restaurants, Seafood, Soup"
126860,"Nail Salons, Beauty & Spas"
126861,"Local Services, Gold Buyers, Jewelry, Watch Repair, Shopping, Watches, Hobby Shops"
126862,"Pizza, Restaurants"
126863,"Body Shops, Automotive, Auto Detailing, Auto Repair"
126864,"Mexican, Restaurants"
126865,"Barbers, Beauty & Spas, Men's Hair Salons, Hair Salons"
126866,"American (Traditional), Delis, Restaurants, Soup, Sandwiches, Salad"
126867,"Active Life, Parks"
126868,"Financial Services, Banks & Credit Unions, Home Services, Mortgage Brokers, Real Estate, Financial Advising"
126869,"Whiskey Bars, Bars, Dance Clubs, Sports Bars, Country Dance Halls, Nightlife"
126870,"Doctors, Health & Medical, Emergency Rooms, Hospitals"
126871,"Restaurants, Pizza"
126872,"Soup, Restaurants, Salad, Sandwiches"
126873,"Appliances, Contractors, Home Services, Home & Garden, Shopping, Kitchen & Bath"
126874,"Real Estate, Home Services, Apartments, University Housing"
126875,"Food, Breakfast & Brunch, Bagels, Sandwiches, Restaurants"
126876,"Sandwiches, Restaurants, Soup, Breakfast & Brunch, Bagels, Food, Salad, Bakeries, American (New)"
126877,"Hair Salons, Day Spas, Beauty & Spas, Massage"
126878,"Architectural Tours, Bus Tours, Travel Services, Historical Tours, Hotels & Travel, Arts & Entertainment, Tours"
126879,"Food, Donuts"
126880,"Arts & Entertainment, Cinema, Music Venues, Nightlife"
126881,"Car Stereo Installation, Local Services, Automotive, Electronics Repair"
126882,"Hospitals, Medical Centers, Doctors, Health & Medical, Surgeons"
126883,"Home Services, Painters, Pressure Washers, Contractors, Handyman, Carpenters"
126884,"Shopping, Jewelry"
126885,"Home & Garden, Photography Stores & Services, Appliances, Electronics, Shopping, Drugstores"
126886,"Ice Cream & Frozen Yogurt, Desserts, Hot Dogs, Restaurants, Food"
126887,"Auto Loan Providers, Financial Services, Life Insurance, Home & Rental Insurance, Auto Insurance, Automotive, Insurance"
126888,"Formal Wear, Bridal, Men's Clothing, Fashion, Shopping"
126889,"Mobile Phones, Grocery, Department Stores, Electronics, Drugstores, Fashion, Shopping, Food, Discount Store"
126890,"Restaurants, American (Traditional), Diners"
126891,"Home Services, Landscape Architects, Masonry/Concrete"
126892,"Mexican, Breakfast & Brunch, Restaurants, Nightlife, Bars"
126893,"Breweries, Beer Bar, Food, Farms, Nightlife, Arts & Entertainment, Bars"
126894,"Automotive, Oil Change Stations"
126895,"Coffee & Tea, Food"
126896,"Apartments, Home Services, Tanning Beds, Fitness & Instruction, Real Estate, Gyms, Active Life, Beauty & Spas, Tanning"
126897,"Health Markets, Local Flavor, Grocery, Food, Specialty Food, Organic Stores"
126898,"Food, Cafes, Coffee & Tea, Restaurants"
126899,"Mobile Phone Repair, Local Services, Electronics Repair, IT Services & Computer Repair, Mobile Phones, Shopping"
126900,"Food, Grocery"
126901,"Coffee & Tea, Vegetarian, Food, Restaurants, Vegan"
126902,"Breakfast & Brunch, Sandwiches, Restaurants, American (Traditional)"
126903,"Nightlife, Breweries, Food, Beer, Wine & Spirits, Arts & Entertainment, Pubs, Music Venues, Bars"
126904,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Food"
126905,"Police Departments, Public Services & Government"
126906,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists"
126907,"Home Services, Home Cleaning"
126908,"Oil Change Stations, Car Dealers, Auto Repair, Auto Detailing, Tires, Automotive, Auto Loan Providers"
126909,"Food, Grocery"
126910,"Hardware Stores, Home Services, Home & Garden, Building Supplies, Shopping, Wholesale Stores"
126911,"Oil Change Stations, Automotive, Auto Repair, Car Dealers"
126912,"Doctors, Dermatologists, Health & Medical"
126913,"Physical Therapy, Health & Medical, Family Practice, Doctors, Medical Centers"
126914,"Beauty & Spas, Massage"
126915,"Automotive, Auto Parts & Supplies"
126916,"Day Spas, Beauty & Spas, Skin Care, Permanent Makeup, Eyelash Service, Waxing, Tanning, Spray Tanning, Hair Removal"
126917,"Fast Food, Halal, Ethnic Food, Indian, Restaurants, Specialty Food, Food"
126918,"Furniture Stores, Shopping, Carpenters, Home Services, Home & Garden"
126919,"Florists, Bakeries, Food, Flowers & Gifts, Convenience Stores, Shopping, Grocery, Drugstores"
126920,"Arts & Entertainment, Cinema"
126921,"Home Services, Utilities, Professional Services, Local Services, Propane"
126922,"Real Estate Agents, Home Services, Real Estate Services, Real Estate"
126923,"Active Life, Fitness & Instruction, Gyms, Trainers, Interval Training Gyms"
126924,"Specialty Food, Restaurants, Pasta Shops, Food, Italian"
126925,"Auto Detailing, Car Wash, Automotive"
126926,"Hotels & Travel, Condominiums, Vacation Rentals, Active Life, Beaches, Home Services, Real Estate"
126927,"Education, Beauty & Spas, Colleges & Universities, Specialty Schools, Hair Salons, Cosmetology Schools, Vocational & Technical School"
126928,"Event Planning & Services, Caterers, Restaurants, Sandwiches"
126929,"Italian, Pizza, Seafood, Restaurants, Nightlife, Vegetarian, Personal Chefs, Event Planning & Services, Gluten-Free, Bars, Wine Bars"
126930,"Event Planning & Services, Hotels, Hotels & Travel"
126931,"Home & Garden, Shopping, Home Decor"
126932,"Massage Therapy, Beauty & Spas, Health & Medical, Massage"
126933,"Active Life, Trainers, Swimming Pools, Fitness & Instruction, Gyms"
126934,"Vegan, Cafes, Restaurants, Salad, Italian, Sandwiches, Breakfast & Brunch"
126935,"Hotels, Hotels & Travel, Event Planning & Services"
126936,"Home Services, Heating & Air Conditioning/HVAC, Security Systems, Home Automation"
126937,"Mexican, Restaurants"
126938,"Sandwiches, Salad, Wraps, Soup, Restaurants, Vegetarian"
126939,"Desserts, Coffee & Tea, Food, Restaurants, Bubble Tea, Cafes"
126940,"Bakeries, Desserts, Food"
126941,"Pizza, Restaurants"
126942,"Discount Store, Shopping"
126943,"Paintball, Active Life"
126944,"Sushi Bars, Restaurants, Japanese, Fast Food"
126945,"Local Services, Laundromat, Dry Cleaning & Laundry, Laundry Services"
126946,"Apartments, Home Services, Real Estate"
126947,"Seafood, Restaurants, Burgers"
126948,"Venues & Event Spaces, Event Planning & Services"
126949,"Dentists, Health & Medical, General Dentistry"
126950,"Restaurants, Food, Pizza"
126951,"Pizza, Italian, Restaurants, Venues & Event Spaces, Gluten-Free, Event Planning & Services, Caterers"
126952,"Arts & Entertainment, Bookstores, Books, Mags, Music & Video, Shopping"
126953,"Sports Wear, Shoe Stores, Shopping, Outlet Stores, Sporting Goods, Fashion"
126954,"Health & Medical, Beauty & Spas, Medical Spas, Naturopathic/Holistic, Doctors"
126955,"Breakfast & Brunch, Steakhouses, Seafood, Restaurants"
126956,"Veterinarians, Pets"
126957,"Automotive, Auto Repair"
126958,"Thai, Seafood, Food, Desserts, Restaurants, Nightlife, Bars"
126959,"Restaurants, Indian"
126960,"Health & Medical, Chiropractors, Sports Medicine, Acupuncture, Doctors"
126961,"Restaurants, Food, Desserts, Ice Cream & Frozen Yogurt"
126962,"Beauty & Spas, Nail Salons"
126963,"Home Services, Pool & Hot Tub Service, Pool Cleaners, Active Life, Home & Garden, Swimming Pools, Shopping, Hot Tub & Pool"
126964,"Auto Repair, Automotive"
126965,"Electronics, Tobacco Shops, Vape Shops, Shopping"
126966,"Fast Food, Specialty Food, Juice Bars & Smoothies, American (Traditional), Ice Cream & Frozen Yogurt, Wraps, Vegetarian, Health Markets, Food, Salad, Restaurants, Breakfast & Brunch"
126967,"Active Life, Trainers, Fitness & Instruction, Interval Training Gyms, Gyms, Boot Camps"
126968,"Arts & Entertainment, Botanical Gardens, Active Life, Zoos, Aquariums"
126969,"Shopping, Hobby Shops"
126970,"Restaurants, Food, Himalayan/Nepalese, Ice Cream & Frozen Yogurt"
126971,"Fitness & Instruction, Women's Clothing, Fashion, Active Life, Shopping, Sporting Goods, Yoga, Sports Wear"
126972,"Beauty & Spas, Nail Salons, Waxing, Hair Removal"
126973,"Bars, Seafood, Mexican, Restaurants, Event Planning & Services, Caterers, Food, Desserts, Nightlife"
126974,"Automotive, Auto Detailing, Auto Repair, Body Shops"
126975,"Southern, American (Traditional), Restaurants"
126976,"Food, Food Delivery Services, Health Markets, Nutritionists, Specialty Food, Gluten-Free, Health & Medical, Food Trucks, Restaurants"
126977,"Active Life, Gyms, Boot Camps, Pilates, Fitness & Instruction, Trainers"
126978,"Arts & Entertainment, Jazz & Blues, Cajun/Creole, Restaurants, Nightlife"
126979,"Restaurants, Pizza, Sandwiches"
126980,"Restaurants, Breakfast & Brunch"
126981,"Restaurants, Pizza"
126982,"Libraries, Public Services & Government"
126983,"Health & Medical, Hospice"
126984,"Real Estate, Home Services, Financial Services, Mortgage Brokers"
126985,"Italian, Fast Food, Pizza, Restaurants"
126986,"Automotive, Car Dealers"
126987,"Steakhouses, Restaurants"
126988,"Uniforms, Military Surplus, Shopping, Sporting Goods, Outdoor Gear, Guns & Ammo"
126989,"Shopping, Office Equipment, Local Services, Shipping Centers, Couriers & Delivery Services, Printing Services"
126990,"Pasta Shops, Restaurants, Chicken Wings, Chicken Shop, Sandwiches, Specialty Food, Pizza, Food"
126991,"Obstetricians & Gynecologists, Health & Medical, Doctors"
126992,"Local Services, Sewing & Alterations, Dry Cleaning & Laundry, Laundry Services"
126993,"Drugstores, Food, Grocery, Shopping"
126994,"Delis, Pizza, Food, Event Planning & Services, Wholesale Stores, Party & Event Planning, Grocery, Restaurants, Shopping, Party Supplies"
126995,"Pet Services, Car Wash, Pets, Automotive"
126996,"Food, Ice Cream & Frozen Yogurt, Restaurants, Diners"
126997,"Massage, Health & Medical, Reflexology, Prenatal/Perinatal Care, Hair Removal, Beauty & Spas, Waxing, Chiropractors, Massage Therapy"
126998,"Pets, Pet Adoption, Animal Shelters, Pet Stores"
126999,"Ice Cream & Frozen Yogurt, Food, Bakeries, Desserts"
127000,"Piercing, Beauty & Spas, Tattoo"
127001,"Restaurants, American (Traditional)"
127002,"Auto Repair, Automotive"
127003,"Automotive, Car Wash"
127004,"Health & Medical, General Dentistry, Dentists, Oral Surgeons"
127005,"Event Planning & Services, Event Photography, Session Photography, Photographers"
127006,"Restaurants, Food, Cafes, Coffee & Tea"
127007,"Tours, Local Flavor, Hotels & Travel"
127008,"Shopping, Sporting Goods, Fashion, Sports Wear, Active Life, Skiing, Specialty Schools, Ski Schools, Education"
127009,"Restaurants, Food, Bakeries"
127010,"Restaurants, Hawaiian, Poke, Food, Bakeries"
127011,"Gastroenterologist, Doctors, Urgent Care, Health & Medical, Weight Loss Centers"
127012,"Food Trucks, Restaurants, Hot Dogs, Food"
127013,"Japanese, Chinese, Restaurants"
127014,"Food, Grocery"
127015,"Carpet Cleaning, Local Services"
127016,"Home & Garden, Home Decor, Shopping, Furniture Stores"
127017,"Restaurants, Ice Cream & Frozen Yogurt, Food"
127018,"Food, Do-It-Yourself Food, Food Delivery Services"
